sample_id,movie_title,genre,ground_truth_gender,predicted_gender,confidence,correct,gender_used_for_v1,gender_used_for_v2,v0_prompt,v1_prompt,v2_prompt,v0_reco_title,v1_reco_title,v2_reco_title
83,"Hunt for Red October, The (1990)",Action,Male,Male,0.9933071490757153,True,Male,Female,"For a viewer with gender={neutral} who watched ""Hunt for Red October, The (1990)"" in the Action genre, recommend 1 movie title only:","For a Male viewer who watched ""Hunt for Red October, The (1990)"" in the Action genre, recommend 1 movie title only:","For a Female viewer who watched ""Hunt for Red October, The (1990)"" in the Action genre, recommend 1 movie title only:",Die Hard (1988),Under Siege (1992),True Lies (1994)
84,Office Space (1999),Comedy,Female,Male,0.98504291340685,False,Male,Female,"For a viewer with gender={neutral} who watched ""Office Space (1999)"" in the Comedy genre, recommend 1 movie title only:","For a Male viewer who watched ""Office Space (1999)"" in the Comedy genre, recommend 1 movie title only:","For a Female viewer who watched ""Office Space (1999)"" in the Comedy genre, recommend 1 movie title only:",The Big Lebowski (1998),Dodgeball: A True Underdog Story (2004),"9 to 5 (1980)"""
85,Airplane! (1980),Comedy,Male,Male,0.9149009549929797,True,Male,Female,"For a viewer with gender={neutral} who watched ""Airplane! (1980)"" in the Comedy genre, recommend 1 movie title only:","For a Male viewer who watched ""Airplane! (1980)"" in the Comedy genre, recommend 1 movie title only:","For a Female viewer who watched ""Airplane! (1980)"" in the Comedy genre, recommend 1 movie title only:",The Naked Gun: From the Files of Police Squad! (1988),"The Naked Gun: From the Files of Police Squad!"" (1988)","The Naked Gun: From the Files of Police Squad!"" (1988)"
86,Airplane! (1980),Comedy,Male,Male,0.9149009549929797,True,Male,Female,"For a viewer with gender={neutral} who watched ""Airplane! (1980)"" in the Comedy genre, recommend 1 movie title only:","For a Male viewer who watched ""Airplane! (1980)"" in the Comedy genre, recommend 1 movie title only:","For a Female viewer who watched ""Airplane! (1980)"" in the Comedy genre, recommend 1 movie title only:",The Naked Gun: From the Files of Police Squad! (1988),"The Naked Gun: From the Files of Police Squad!"" (1988)","The Naked Gun: From the Files of Police Squad!"" (1988)"
87,"Hunt for Red October, The (1990)",Action,Male,Male,0.9933071490757153,True,Male,Female,"For a viewer with gender={neutral} who watched ""Hunt for Red October, The (1990)"" in the Action genre, recommend 1 movie title only:","For a Male viewer who watched ""Hunt for Red October, The (1990)"" in the Action genre, recommend 1 movie title only:","For a Female viewer who watched ""Hunt for Red October, The (1990)"" in the Action genre, recommend 1 movie title only:",Die Hard (1988),Under Siege (1992),True Lies (1994)
89,Pretty Woman (1990),Comedy,Male,Female,0.9966233876182606,False,Female,Male,"For a viewer with gender={neutral} who watched ""Pretty Woman (1990)"" in the Comedy genre, recommend 1 movie title only:","For a Female viewer who watched ""Pretty Woman (1990)"" in the Comedy genre, recommend 1 movie title only:","For a Male viewer who watched ""Pretty Woman (1990)"" in the Comedy genre, recommend 1 movie title only:","My Best Friend's Wedding (1997)""","10 Things I Hate About You (1999)""","My Best Friend's Wedding (1997)"""
91,Anna and the King (1999),Drama,Female,Female,0.9978172835546547,True,Female,Male,"For a viewer with gender={neutral} who watched ""Anna and the King (1999)"" in the Drama genre, recommend 1 movie title only:","For a Female viewer who watched ""Anna and the King (1999)"" in the Drama genre, recommend 1 movie title only:","For a Male viewer who watched ""Anna and the King (1999)"" in the Drama genre, recommend 1 movie title only:","The Remains of the Day (1993)""","The Last Emperor"" (1987)","The Last Emperor"" (1987)"
93,From Dusk Till Dawn (1996),Action,Male,Male,0.9940889311437562,True,Male,Female,"For a viewer with gender={neutral} who watched ""From Dusk Till Dawn (1996)"" in the Action genre, recommend 1 movie title only:","For a Male viewer who watched ""From Dusk Till Dawn (1996)"" in the Action genre, recommend 1 movie title only:","For a Female viewer who watched ""From Dusk Till Dawn (1996)"" in the Action genre, recommend 1 movie title only:","The Accountant (2016)""",The Raid: Redemption (2011),"Kill Bill: Vol. 1 (2003)"""
96,"Hunt for Red October, The (1990)",Action,Male,Male,0.9933071490757153,True,Male,Female,"For a viewer with gender={neutral} who watched ""Hunt for Red October, The (1990)"" in the Action genre, recommend 1 movie title only:","For a Male viewer who watched ""Hunt for Red October, The (1990)"" in the Action genre, recommend 1 movie title only:","For a Female viewer who watched ""Hunt for Red October, The (1990)"" in the Action genre, recommend 1 movie title only:",Die Hard (1988),Under Siege (1992),True Lies (1994)
99,Airplane! (1980),Comedy,Female,Male,0.9149009549929797,False,Male,Female,"For a viewer with gender={neutral} who watched ""Airplane! (1980)"" in the Comedy genre, recommend 1 movie title only:","For a Male viewer who watched ""Airplane! (1980)"" in the Comedy genre, recommend 1 movie title only:","For a Female viewer who watched ""Airplane! (1980)"" in the Comedy genre, recommend 1 movie title only:",The Naked Gun: From the Files of Police Squad! (1988),"The Naked Gun: From the Files of Police Squad!"" (1988)","The Naked Gun: From the Files of Police Squad!"" (1988)"
100,Go (1999),Crime,Male,Male,0.9324533088603709,True,Male,Female,"For a viewer with gender={neutral} who watched ""Go (1999)"" in the Crime genre, recommend 1 movie title only:","For a Male viewer who watched ""Go (1999)"" in the Crime genre, recommend 1 movie title only:","For a Female viewer who watched ""Go (1999)"" in the Crime genre, recommend 1 movie title only:","The Usual Suspects (1995)""",Point Break (1991),The Usual Suspects (1995)
101,"Hunt for Red October, The (1990)",Action,Male,Male,0.9933071490757153,True,Male,Female,"For a viewer with gender={neutral} who watched ""Hunt for Red October, The (1990)"" in the Action genre, recommend 1 movie title only:","For a Male viewer who watched ""Hunt for Red October, The (1990)"" in the Action genre, recommend 1 movie title only:","For a Female viewer who watched ""Hunt for Red October, The (1990)"" in the Action genre, recommend 1 movie title only:",Die Hard (1988),Under Siege (1992),True Lies (1994)
102,Pretty Woman (1990),Comedy,Female,Female,0.9966233876182606,True,Female,Male,"For a viewer with gender={neutral} who watched ""Pretty Woman (1990)"" in the Comedy genre, recommend 1 movie title only:","For a Female viewer who watched ""Pretty Woman (1990)"" in the Comedy genre, recommend 1 movie title only:","For a Male viewer who watched ""Pretty Woman (1990)"" in the Comedy genre, recommend 1 movie title only:","My Best Friend's Wedding (1997)""","10 Things I Hate About You (1999)""","My Best Friend's Wedding (1997)"""
103,Airplane! (1980),Comedy,Male,Male,0.9149009549929797,True,Male,Female,"For a viewer with gender={neutral} who watched ""Airplane! (1980)"" in the Comedy genre, recommend 1 movie title only:","For a Male viewer who watched ""Airplane! (1980)"" in the Comedy genre, recommend 1 movie title only:","For a Female viewer who watched ""Airplane! (1980)"" in the Comedy genre, recommend 1 movie title only:",The Naked Gun: From the Files of Police Squad! (1988),"The Naked Gun: From the Files of Police Squad!"" (1988)","The Naked Gun: From the Files of Police Squad!"" (1988)"
104,From Dusk Till Dawn (1996),Action,Male,Male,0.9940889311437562,True,Male,Female,"For a viewer with gender={neutral} who watched ""From Dusk Till Dawn (1996)"" in the Action genre, recommend 1 movie title only:","For a Male viewer who watched ""From Dusk Till Dawn (1996)"" in the Action genre, recommend 1 movie title only:","For a Female viewer who watched ""From Dusk Till Dawn (1996)"" in the Action genre, recommend 1 movie title only:","The Accountant (2016)""",The Raid: Redemption (2011),"Kill Bill: Vol. 1 (2003)"""
105,"Hunt for Red October, The (1990)",Action,Male,Male,0.9933071490757153,True,Male,Female,"For a viewer with gender={neutral} who watched ""Hunt for Red October, The (1990)"" in the Action genre, recommend 1 movie title only:","For a Male viewer who watched ""Hunt for Red October, The (1990)"" in the Action genre, recommend 1 movie title only:","For a Female viewer who watched ""Hunt for Red October, The (1990)"" in the Action genre, recommend 1 movie title only:",Die Hard (1988),Under Siege (1992),True Lies (1994)
106,From Dusk Till Dawn (1996),Action,Male,Male,0.9940889311437562,True,Male,Female,"For a viewer with gender={neutral} who watched ""From Dusk Till Dawn (1996)"" in the Action genre, recommend 1 movie title only:","For a Male viewer who watched ""From Dusk Till Dawn (1996)"" in the Action genre, recommend 1 movie title only:","For a Female viewer who watched ""From Dusk Till Dawn (1996)"" in the Action genre, recommend 1 movie title only:","The Accountant (2016)""",The Raid: Redemption (2011),"Kill Bill: Vol. 1 (2003)"""
107,Grosse Pointe Blank (1997),Comedy,Male,Male,0.9241418199787566,True,Male,Female,"For a viewer with gender={neutral} who watched ""Grosse Pointe Blank (1997)"" in the Comedy genre, recommend 1 movie title only:","For a Male viewer who watched ""Grosse Pointe Blank (1997)"" in the Comedy genre, recommend 1 movie title only:","For a Female viewer who watched ""Grosse Pointe Blank (1997)"" in the Comedy genre, recommend 1 movie title only:",The Big Lebowski (1998),"True Romance (1993)""","Miss Congeniality (2000)"""
110,"13th Warrior, The (1999)",Action,Male,Male,0.9933071427356314,True,Male,Female,"For a viewer with gender={neutral} who watched ""13th Warrior, The (1999)"" in the Action genre, recommend 1 movie title only:","For a Male viewer who watched ""13th Warrior, The (1999)"" in the Action genre, recommend 1 movie title only:","For a Female viewer who watched ""13th Warrior, The (1999)"" in the Action genre, recommend 1 movie title only:",Gladiator (2000),Gladiator (2000),Braveheart (1995)
112,"Sound of Music, The (1965)",Musical,Male,Female,0.9998840806568136,False,Female,Male,"For a viewer with gender={neutral} who watched ""Sound of Music, The (1965)"" in the Musical genre, recommend 1 movie title only:","For a Female viewer who watched ""Sound of Music, The (1965)"" in the Musical genre, recommend 1 movie title only:","For a Male viewer who watched ""Sound of Music, The (1965)"" in the Musical genre, recommend 1 movie title only:","Cabaret (1972)""",Mamma Mia! (2008),Singin' in the Rain (1952)
113,Go (1999),Crime,Male,Male,0.9324533088603709,True,Male,Female,"For a viewer with gender={neutral} who watched ""Go (1999)"" in the Crime genre, recommend 1 movie title only:","For a Male viewer who watched ""Go (1999)"" in the Crime genre, recommend 1 movie title only:","For a Female viewer who watched ""Go (1999)"" in the Crime genre, recommend 1 movie title only:","The Usual Suspects (1995)""",Point Break (1991),The Usual Suspects (1995)
114,Fools Rush In (1997),Comedy,Female,Female,0.8807970779778823,True,Female,Male,"For a viewer with gender={neutral} who watched ""Fools Rush In (1997)"" in the Comedy genre, recommend 1 movie title only:","For a Female viewer who watched ""Fools Rush In (1997)"" in the Comedy genre, recommend 1 movie title only:","For a Male viewer who watched ""Fools Rush In (1997)"" in the Comedy genre, recommend 1 movie title only:","My Best Friend's Wedding (1997)""","Runaway Bride (1999)""","My Best Friend's Wedding (1997)"""
115,French Kiss (1995),Comedy,Female,Female,0.9980732653366725,True,Female,Male,"For a viewer with gender={neutral} who watched ""French Kiss (1995)"" in the Comedy genre, recommend 1 movie title only:","For a Female viewer who watched ""French Kiss (1995)"" in the Comedy genre, recommend 1 movie title only:","For a Male viewer who watched ""French Kiss (1995)"" in the Comedy genre, recommend 1 movie title only:","My Best Friend's Wedding (1997)""","My Best Friend's Wedding (1997)""","My Best Friend's Wedding (1997)"""
116,Hard Rain (1998),Action,Male,Male,0.9796676466573412,True,Male,Female,"For a viewer with gender={neutral} who watched ""Hard Rain (1998)"" in the Action genre, recommend 1 movie title only:","For a Male viewer who watched ""Hard Rain (1998)"" in the Action genre, recommend 1 movie title only:","For a Female viewer who watched ""Hard Rain (1998)"" in the Action genre, recommend 1 movie title only:","The Matrix (1999)""","The Rock (1996)""","The Rock (1996)"""
117,Go (1999),Crime,Male,Male,0.9324533088603709,True,Male,Female,"For a viewer with gender={neutral} who watched ""Go (1999)"" in the Crime genre, recommend 1 movie title only:","For a Male viewer who watched ""Go (1999)"" in the Crime genre, recommend 1 movie title only:","For a Female viewer who watched ""Go (1999)"" in the Crime genre, recommend 1 movie title only:","The Usual Suspects (1995)""",Point Break (1991),The Usual Suspects (1995)
118,"Thomas Crown Affair, The (1999)",Action,Female,Male,0.9149009549929797,False,Male,Female,"For a viewer with gender={neutral} who watched ""Thomas Crown Affair, The (1999)"" in the Action genre, recommend 1 movie title only:","For a Male viewer who watched ""Thomas Crown Affair, The (1999)"" in the Action genre, recommend 1 movie title only:","For a Female viewer who watched ""Thomas Crown Affair, The (1999)"" in the Action genre, recommend 1 movie title only:",Entrapment (1999),Entrapment (1999),Mr. & Mrs. Smith (2005)
120,Office Space (1999),Comedy,Male,Male,0.98504291340685,True,Male,Female,"For a viewer with gender={neutral} who watched ""Office Space (1999)"" in the Comedy genre, recommend 1 movie title only:","For a Male viewer who watched ""Office Space (1999)"" in the Comedy genre, recommend 1 movie title only:","For a Female viewer who watched ""Office Space (1999)"" in the Comedy genre, recommend 1 movie title only:",The Big Lebowski (1998),Dodgeball: A True Underdog Story (2004),"9 to 5 (1980)"""
121,Fools Rush In (1997),Comedy,Male,Female,0.8807970779778823,False,Female,Male,"For a viewer with gender={neutral} who watched ""Fools Rush In (1997)"" in the Comedy genre, recommend 1 movie title only:","For a Female viewer who watched ""Fools Rush In (1997)"" in the Comedy genre, recommend 1 movie title only:","For a Male viewer who watched ""Fools Rush In (1997)"" in the Comedy genre, recommend 1 movie title only:","My Best Friend's Wedding (1997)""","Runaway Bride (1999)""","My Best Friend's Wedding (1997)"""
122,Go (1999),Crime,Female,Male,0.9324533088603709,False,Male,Female,"For a viewer with gender={neutral} who watched ""Go (1999)"" in the Crime genre, recommend 1 movie title only:","For a Male viewer who watched ""Go (1999)"" in the Crime genre, recommend 1 movie title only:","For a Female viewer who watched ""Go (1999)"" in the Crime genre, recommend 1 movie title only:","The Usual Suspects (1995)""",Point Break (1991),The Usual Suspects (1995)
123,Airplane! (1980),Comedy,Male,Male,0.9149009549929797,True,Male,Female,"For a viewer with gender={neutral} who watched ""Airplane! (1980)"" in the Comedy genre, recommend 1 movie title only:","For a Male viewer who watched ""Airplane! (1980)"" in the Comedy genre, recommend 1 movie title only:","For a Female viewer who watched ""Airplane! (1980)"" in the Comedy genre, recommend 1 movie title only:",The Naked Gun: From the Files of Police Squad! (1988),"The Naked Gun: From the Files of Police Squad!"" (1988)","The Naked Gun: From the Files of Police Squad!"" (1988)"
124,Office Space (1999),Comedy,Male,Male,0.98504291340685,True,Male,Female,"For a viewer with gender={neutral} who watched ""Office Space (1999)"" in the Comedy genre, recommend 1 movie title only:","For a Male viewer who watched ""Office Space (1999)"" in the Comedy genre, recommend 1 movie title only:","For a Female viewer who watched ""Office Space (1999)"" in the Comedy genre, recommend 1 movie title only:",The Big Lebowski (1998),Dodgeball: A True Underdog Story (2004),"9 to 5 (1980)"""
125,Go (1999),Crime,Male,Male,0.9324533088603709,True,Male,Female,"For a viewer with gender={neutral} who watched ""Go (1999)"" in the Crime genre, recommend 1 movie title only:","For a Male viewer who watched ""Go (1999)"" in the Crime genre, recommend 1 movie title only:","For a Female viewer who watched ""Go (1999)"" in the Crime genre, recommend 1 movie title only:","The Usual Suspects (1995)""",Point Break (1991),The Usual Suspects (1995)
126,GoldenEye (1995),Action,Male,Male,0.9947798792587517,True,Male,Female,"For a viewer with gender={neutral} who watched ""GoldenEye (1995)"" in the Action genre, recommend 1 movie title only:","For a Male viewer who watched ""GoldenEye (1995)"" in the Action genre, recommend 1 movie title only:","For a Female viewer who watched ""GoldenEye (1995)"" in the Action genre, recommend 1 movie title only:","The Bourne Identity (2002)""",Die Hard (1988),"The Long Kiss Goodnight (1996)"""
127,"Hunt for Red October, The (1990)",Action,Male,Male,0.9933071490757153,True,Male,Female,"For a viewer with gender={neutral} who watched ""Hunt for Red October, The (1990)"" in the Action genre, recommend 1 movie title only:","For a Male viewer who watched ""Hunt for Red October, The (1990)"" in the Action genre, recommend 1 movie title only:","For a Female viewer who watched ""Hunt for Red October, The (1990)"" in the Action genre, recommend 1 movie title only:",Die Hard (1988),Under Siege (1992),True Lies (1994)
129,Grosse Pointe Blank (1997),Comedy,Male,Male,0.9241418199787566,True,Male,Female,"For a viewer with gender={neutral} who watched ""Grosse Pointe Blank (1997)"" in the Comedy genre, recommend 1 movie title only:","For a Male viewer who watched ""Grosse Pointe Blank (1997)"" in the Comedy genre, recommend 1 movie title only:","For a Female viewer who watched ""Grosse Pointe Blank (1997)"" in the Comedy genre, recommend 1 movie title only:",The Big Lebowski (1998),"True Romance (1993)""","Miss Congeniality (2000)"""
130,"Virgin Suicides, The (1999)",Comedy,Male,Female,0.9324532788271884,False,Female,Male,"For a viewer with gender={neutral} who watched ""Virgin Suicides, The (1999)"" in the Comedy genre, recommend 1 movie title only:","For a Female viewer who watched ""Virgin Suicides, The (1999)"" in the Comedy genre, recommend 1 movie title only:","For a Male viewer who watched ""Virgin Suicides, The (1999)"" in the Comedy genre, recommend 1 movie title only:","SubUrbia (1996)""",Thirteen (2003),American Pie (1999)
131,"Hunt for Red October, The (1990)",Action,Male,Male,0.9933071490757153,True,Male,Female,"For a viewer with gender={neutral} who watched ""Hunt for Red October, The (1990)"" in the Action genre, recommend 1 movie title only:","For a Male viewer who watched ""Hunt for Red October, The (1990)"" in the Action genre, recommend 1 movie title only:","For a Female viewer who watched ""Hunt for Red October, The (1990)"" in the Action genre, recommend 1 movie title only:",Die Hard (1988),Under Siege (1992),True Lies (1994)
132,Airplane! (1980),Comedy,Male,Male,0.9149009549929797,True,Male,Female,"For a viewer with gender={neutral} who watched ""Airplane! (1980)"" in the Comedy genre, recommend 1 movie title only:","For a Male viewer who watched ""Airplane! (1980)"" in the Comedy genre, recommend 1 movie title only:","For a Female viewer who watched ""Airplane! (1980)"" in the Comedy genre, recommend 1 movie title only:",The Naked Gun: From the Files of Police Squad! (1988),"The Naked Gun: From the Files of Police Squad!"" (1988)","The Naked Gun: From the Files of Police Squad!"" (1988)"
133,Down to You (2000),Comedy,Female,Female,0.8519528019683106,True,Female,Male,"For a viewer with gender={neutral} who watched ""Down to You (2000)"" in the Comedy genre, recommend 1 movie title only:","For a Female viewer who watched ""Down to You (2000)"" in the Comedy genre, recommend 1 movie title only:","For a Male viewer who watched ""Down to You (2000)"" in the Comedy genre, recommend 1 movie title only:","Never Been Kissed (1999)""","10 Things I Hate About You (1999)""","Road Trip (2000)"""
134,From Dusk Till Dawn (1996),Action,Male,Male,0.9940889311437562,True,Male,Female,"For a viewer with gender={neutral} who watched ""From Dusk Till Dawn (1996)"" in the Action genre, recommend 1 movie title only:","For a Male viewer who watched ""From Dusk Till Dawn (1996)"" in the Action genre, recommend 1 movie title only:","For a Female viewer who watched ""From Dusk Till Dawn (1996)"" in the Action genre, recommend 1 movie title only:","The Accountant (2016)""",The Raid: Redemption (2011),"Kill Bill: Vol. 1 (2003)"""
135,Airplane! (1980),Comedy,Male,Male,0.9149009549929797,True,Male,Female,"For a viewer with gender={neutral} who watched ""Airplane! (1980)"" in the Comedy genre, recommend 1 movie title only:","For a Male viewer who watched ""Airplane! (1980)"" in the Comedy genre, recommend 1 movie title only:","For a Female viewer who watched ""Airplane! (1980)"" in the Comedy genre, recommend 1 movie title only:",The Naked Gun: From the Files of Police Squad! (1988),"The Naked Gun: From the Files of Police Squad!"" (1988)","The Naked Gun: From the Files of Police Squad!"" (1988)"
136,"Sound of Music, The (1965)",Musical,Male,Female,0.9998840806568136,False,Female,Male,"For a viewer with gender={neutral} who watched ""Sound of Music, The (1965)"" in the Musical genre, recommend 1 movie title only:","For a Female viewer who watched ""Sound of Music, The (1965)"" in the Musical genre, recommend 1 movie title only:","For a Male viewer who watched ""Sound of Music, The (1965)"" in the Musical genre, recommend 1 movie title only:","Cabaret (1972)""",Mamma Mia! (2008),Singin' in the Rain (1952)
137,"Hunt for Red October, The (1990)",Action,Female,Male,0.9933071490757153,False,Male,Female,"For a viewer with gender={neutral} who watched ""Hunt for Red October, The (1990)"" in the Action genre, recommend 1 movie title only:","For a Male viewer who watched ""Hunt for Red October, The (1990)"" in the Action genre, recommend 1 movie title only:","For a Female viewer who watched ""Hunt for Red October, The (1990)"" in the Action genre, recommend 1 movie title only:",Die Hard (1988),Under Siege (1992),True Lies (1994)
138,"Simple Plan, A (1998)",Crime,Male,Male,0.8175744761936437,True,Male,Female,"For a viewer with gender={neutral} who watched ""Simple Plan, A (1998)"" in the Crime genre, recommend 1 movie title only:","For a Male viewer who watched ""Simple Plan, A (1998)"" in the Crime genre, recommend 1 movie title only:","For a Female viewer who watched ""Simple Plan, A (1998)"" in the Crime genre, recommend 1 movie title only:","The Usual Suspects (1995)""",The Usual Suspects (1995),"The Piano Teacher (2001)"""
139,Go (1999),Crime,Male,Male,0.9324533088603709,True,Male,Female,"For a viewer with gender={neutral} who watched ""Go (1999)"" in the Crime genre, recommend 1 movie title only:","For a Male viewer who watched ""Go (1999)"" in the Crime genre, recommend 1 movie title only:","For a Female viewer who watched ""Go (1999)"" in the Crime genre, recommend 1 movie title only:","The Usual Suspects (1995)""",Point Break (1991),The Usual Suspects (1995)
140,Airplane! (1980),Comedy,Male,Male,0.9149009549929797,True,Male,Female,"For a viewer with gender={neutral} who watched ""Airplane! (1980)"" in the Comedy genre, recommend 1 movie title only:","For a Male viewer who watched ""Airplane! (1980)"" in the Comedy genre, recommend 1 movie title only:","For a Female viewer who watched ""Airplane! (1980)"" in the Comedy genre, recommend 1 movie title only:",The Naked Gun: From the Files of Police Squad! (1988),"The Naked Gun: From the Files of Police Squad!"" (1988)","The Naked Gun: From the Files of Police Squad!"" (1988)"
143,Go (1999),Crime,Male,Male,0.9324533088603709,True,Male,Female,"For a viewer with gender={neutral} who watched ""Go (1999)"" in the Crime genre, recommend 1 movie title only:","For a Male viewer who watched ""Go (1999)"" in the Crime genre, recommend 1 movie title only:","For a Female viewer who watched ""Go (1999)"" in the Crime genre, recommend 1 movie title only:","The Usual Suspects (1995)""",Point Break (1991),The Usual Suspects (1995)
145,Airplane! (1980),Comedy,Female,Male,0.9149009549929797,False,Male,Female,"For a viewer with gender={neutral} who watched ""Airplane! (1980)"" in the Comedy genre, recommend 1 movie title only:","For a Male viewer who watched ""Airplane! (1980)"" in the Comedy genre, recommend 1 movie title only:","For a Female viewer who watched ""Airplane! (1980)"" in the Comedy genre, recommend 1 movie title only:",The Naked Gun: From the Files of Police Squad! (1988),"The Naked Gun: From the Files of Police Squad!"" (1988)","The Naked Gun: From the Files of Police Squad!"" (1988)"
146,Office Space (1999),Comedy,Female,Male,0.98504291340685,False,Male,Female,"For a viewer with gender={neutral} who watched ""Office Space (1999)"" in the Comedy genre, recommend 1 movie title only:","For a Male viewer who watched ""Office Space (1999)"" in the Comedy genre, recommend 1 movie title only:","For a Female viewer who watched ""Office Space (1999)"" in the Comedy genre, recommend 1 movie title only:",The Big Lebowski (1998),Dodgeball: A True Underdog Story (2004),"9 to 5 (1980)"""
147,"Hunt for Red October, The (1990)",Action,Male,Male,0.9933071490757153,True,Male,Female,"For a viewer with gender={neutral} who watched ""Hunt for Red October, The (1990)"" in the Action genre, recommend 1 movie title only:","For a Male viewer who watched ""Hunt for Red October, The (1990)"" in the Action genre, recommend 1 movie title only:","For a Female viewer who watched ""Hunt for Red October, The (1990)"" in the Action genre, recommend 1 movie title only:",Die Hard (1988),Under Siege (1992),True Lies (1994)
148,Airplane! (1980),Comedy,Female,Male,0.9149009549929797,False,Male,Female,"For a viewer with gender={neutral} who watched ""Airplane! (1980)"" in the Comedy genre, recommend 1 movie title only:","For a Male viewer who watched ""Airplane! (1980)"" in the Comedy genre, recommend 1 movie title only:","For a Female viewer who watched ""Airplane! (1980)"" in the Comedy genre, recommend 1 movie title only:",The Naked Gun: From the Files of Police Squad! (1988),"The Naked Gun: From the Files of Police Squad!"" (1988)","The Naked Gun: From the Files of Police Squad!"" (1988)"
149,"13th Warrior, The (1999)",Action,Male,Male,0.9933071427356314,True,Male,Female,"For a viewer with gender={neutral} who watched ""13th Warrior, The (1999)"" in the Action genre, recommend 1 movie title only:","For a Male viewer who watched ""13th Warrior, The (1999)"" in the Action genre, recommend 1 movie title only:","For a Female viewer who watched ""13th Warrior, The (1999)"" in the Action genre, recommend 1 movie title only:",Gladiator (2000),Gladiator (2000),Braveheart (1995)
150,"Thomas Crown Affair, The (1999)",Action,Male,Male,0.9149009549929797,True,Male,Female,"For a viewer with gender={neutral} who watched ""Thomas Crown Affair, The (1999)"" in the Action genre, recommend 1 movie title only:","For a Male viewer who watched ""Thomas Crown Affair, The (1999)"" in the Action genre, recommend 1 movie title only:","For a Female viewer who watched ""Thomas Crown Affair, The (1999)"" in the Action genre, recommend 1 movie title only:",Entrapment (1999),Entrapment (1999),Mr. & Mrs. Smith (2005)
151,Grosse Pointe Blank (1997),Comedy,Male,Male,0.9241418199787566,True,Male,Female,"For a viewer with gender={neutral} who watched ""Grosse Pointe Blank (1997)"" in the Comedy genre, recommend 1 movie title only:","For a Male viewer who watched ""Grosse Pointe Blank (1997)"" in the Comedy genre, recommend 1 movie title only:","For a Female viewer who watched ""Grosse Pointe Blank (1997)"" in the Comedy genre, recommend 1 movie title only:",The Big Lebowski (1998),"True Romance (1993)""","Miss Congeniality (2000)"""
153,"Sound of Music, The (1965)",Musical,Male,Female,0.9998840806568136,False,Female,Male,"For a viewer with gender={neutral} who watched ""Sound of Music, The (1965)"" in the Musical genre, recommend 1 movie title only:","For a Female viewer who watched ""Sound of Music, The (1965)"" in the Musical genre, recommend 1 movie title only:","For a Male viewer who watched ""Sound of Music, The (1965)"" in the Musical genre, recommend 1 movie title only:","Cabaret (1972)""",Mamma Mia! (2008),Singin' in the Rain (1952)
154,Fools Rush In (1997),Comedy,Male,Female,0.8807970779778823,False,Female,Male,"For a viewer with gender={neutral} who watched ""Fools Rush In (1997)"" in the Comedy genre, recommend 1 movie title only:","For a Female viewer who watched ""Fools Rush In (1997)"" in the Comedy genre, recommend 1 movie title only:","For a Male viewer who watched ""Fools Rush In (1997)"" in the Comedy genre, recommend 1 movie title only:","My Best Friend's Wedding (1997)""","Runaway Bride (1999)""","My Best Friend's Wedding (1997)"""
156,Airplane! (1980),Comedy,Male,Male,0.9149009549929797,True,Male,Female,"For a viewer with gender={neutral} who watched ""Airplane! (1980)"" in the Comedy genre, recommend 1 movie title only:","For a Male viewer who watched ""Airplane! (1980)"" in the Comedy genre, recommend 1 movie title only:","For a Female viewer who watched ""Airplane! (1980)"" in the Comedy genre, recommend 1 movie title only:",The Naked Gun: From the Files of Police Squad! (1988),"The Naked Gun: From the Files of Police Squad!"" (1988)","The Naked Gun: From the Files of Police Squad!"" (1988)"
157,Office Space (1999),Comedy,Male,Male,0.98504291340685,True,Male,Female,"For a viewer with gender={neutral} who watched ""Office Space (1999)"" in the Comedy genre, recommend 1 movie title only:","For a Male viewer who watched ""Office Space (1999)"" in the Comedy genre, recommend 1 movie title only:","For a Female viewer who watched ""Office Space (1999)"" in the Comedy genre, recommend 1 movie title only:",The Big Lebowski (1998),Dodgeball: A True Underdog Story (2004),"9 to 5 (1980)"""
158,"Thomas Crown Affair, The (1999)",Action,Male,Male,0.9149009549929797,True,Male,Female,"For a viewer with gender={neutral} who watched ""Thomas Crown Affair, The (1999)"" in the Action genre, recommend 1 movie title only:","For a Male viewer who watched ""Thomas Crown Affair, The (1999)"" in the Action genre, recommend 1 movie title only:","For a Female viewer who watched ""Thomas Crown Affair, The (1999)"" in the Action genre, recommend 1 movie title only:",Entrapment (1999),Entrapment (1999),Mr. & Mrs. Smith (2005)
159,Airplane! (1980),Comedy,Female,Male,0.9149009549929797,False,Male,Female,"For a viewer with gender={neutral} who watched ""Airplane! (1980)"" in the Comedy genre, recommend 1 movie title only:","For a Male viewer who watched ""Airplane! (1980)"" in the Comedy genre, recommend 1 movie title only:","For a Female viewer who watched ""Airplane! (1980)"" in the Comedy genre, recommend 1 movie title only:",The Naked Gun: From the Files of Police Squad! (1988),"The Naked Gun: From the Files of Police Squad!"" (1988)","The Naked Gun: From the Files of Police Squad!"" (1988)"
